ARTICULO,DESCRIPSION,MARCA,PRECIO,IMAGEN,CATEGORIA,GRUPO,REFERENCIA
95090,FILTRO AIRE CABINA N NP300 15/,WEGAS,12000,https://res.cloudinary.com/r9vobuds/image/upload/v1790371070/catalogo_rimar/datttehbi2pavqgw1zpn.png,Filtros,NISSAN,AKX1945
95091,FILTRO AIRE MOTOR N NP300 D23 YD25DDTI 15/,WEGAS,25000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,NISSAN,FAP8001
95092,FILTRO ACEITE MOTOR S 1.3L JIMNY 09/,WEGAS,15000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,SUZUKI,JFO0898
95093,FILTRO AIRE CABINA S JIMNY 19/,WEGAS,13000,https://res.cloudinary.com/r9vobuds/image/upload/v1790371070/catalogo_rimar/ubfoowaphyjxsdfbmdfd.png,Filtros,SUZUKI,AKX2203
95094,FILTRO AIRE MOTOR S 1.3L JIMNY 09/,WEGAS,22000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,SUZUKI,JFA0815
90112,FILTRO ACEITE MOTOR T 2.5 2GD HILUX REVO 17/,WEGAS,13000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,TOYOTA,JFO0211
90113,FILTRO ACEITE MOTOR T 2.5 HILUX DIESEL,WEGAS,14000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,TOYOTA,JFO0215
90114,FILTRO AIRE CABINA T HILUX VIGO REVO,WEGAS,12000,https://res.cloudinary.com/r9vobuds/image/upload/v1790371070/catalogo_rimar/bcnvzqvdvirfluvp8k1h.png,Filtros,TOYOTA,AKX1967
90115,FILTRO COMBUSTIBLE MOTOR T 2.4L 2.8L TOYOTA HIL,WEGAS,30000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,TOYOTA,JFC207/3
90116,FILTRO COMBUSTIBLE MOTOR T 2.5L 2KD 3.0L TOYOT,WEGAS,28000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Filtros,TOYOTA,JFC207/2
